text,label
Aku dah hantar report tu,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
Call aku nanti free,SAFE
"Good morning bro, bangun cepat",SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"OTP needed to verify transaction, send cepat",SCAM
You datang lecture tak hari ni?,SAFE
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
"Job part time RM2682/day, no experience needed, join link bit.ly/verify",SCAM
"Free RM4328 voucher, claim sekarang bit.ly/verify",SCAM
Aku dah hantar report tu,SAFE
Where are you now bro?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"Customs hold parcel, pay RM2289 release fee",SCAM
"Customs hold parcel, pay RM226 release fee",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Thanks bro tolong aku tadi,SAFE
"Free RM3260 voucher, claim sekarang sh0pee-help.net",SCAM
"Job part time RM3359/day, no experience needed, join link tng-update.com",SCAM
"We detected login from Unknown, confirm identity tng-update.com",SCAM
"We detected login from Philippines, confirm identity sh0pee-help.net",SCAM
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
"You win RM498 cash, claim now sebelum expired",SCAM
"Good morning bro, bangun cepat",SAFE
Jom makan dekat cafe kampus,SAFE
"Good morning bro, bangun cepat",SAFE
"Loan approved instant RM382, send IC & bank details",SCAM
Call aku nanti free,SAFE
Dinner rumah mak malam ni,SAFE
Jom makan dekat cafe kampus,SAFE
Aku lambat sikit traffic jam,SAFE
"You win RM4740 cash, claim now sebelum expired",SCAM
"Shopee parcel stuck kastam, bayar RM2324 untuk release",SCAM
Assignment dah siap belum?,SAFE
Dinner rumah mak malam ni,SAFE
Where are you now bro?,SAFE
Kita jumpa esok kelas 10am,SAFE
Weh kau free tak malam ni?,SAFE
Assignment dah siap belum?,SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
Let’s study together for exam,SAFE
Kita jumpa esok kelas 10am,SAFE
"Customs hold parcel, pay RM357 release fee",SCAM
"Job part time RM1467/day, no experience needed, join link bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
You datang lecture tak hari ni?,SAFE
Thanks bro tolong aku tadi,SAFE
Aku lambat sikit traffic jam,SAFE
"Free RM3868 voucher, claim sekarang sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"We detected login from Philippines, confirm identity bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
Aku tengah buat project AI ni,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"We detected login from Unknown, confirm identity bank-secure.com/login",SCAM
Let’s study together for exam,SAFE
Assignment dah siap belum?,SAFE
Aku lambat sikit traffic jam,SAFE
Dinner rumah mak malam ni,SAFE
"Shopee parcel stuck kastam, bayar RM863 untuk release",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
Jom makan dekat cafe kampus,SAFE
Jom makan dekat cafe kampus,SAFE
"Good morning bro, bangun cepat",SAFE
Aku lambat sikit traffic jam,SAFE
Call aku nanti free,SAFE
Aku dah hantar report tu,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Aku dah hantar report tu,SAFE
Thanks bro tolong aku tadi,SAFE
"Shopee parcel stuck kastam, bayar RM271 untuk release",SCAM
Aku dah hantar report tu,SAFE
Kita jumpa esok kelas 10am,SAFE
Let’s study together for exam,SAFE
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
Aku lambat sikit traffic jam,SAFE
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
Call aku nanti free,SAFE
Aku lambat sikit traffic jam,SAFE
"Job part time RM1471/day, no experience needed, join link bit.ly/verify",SCAM
You datang lecture tak hari ni?,SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Loan approved instant RM347, send IC & bank details",SCAM
Assignment dah siap belum?,SAFE
Let’s study together for exam,SAFE
"Customs hold parcel, pay RM4588 release fee",SCAM
"Shopee parcel stuck kastam, bayar RM2969 untuk release",SCAM
Apa plan weekend ni?,SAFE
"Customs hold parcel, pay RM3711 release fee",SCAM
Thanks bro tolong aku tadi,SAFE
Jom makan dekat cafe kampus,SAFE
"Loan approved instant RM2477, send IC & bank details",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
You datang lecture tak hari ni?,SAFE
Assignment dah siap belum?,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Call aku nanti free,SAFE
"Shopee parcel stuck kastam, bayar RM3214 untuk release",SCAM
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
Where are you now bro?,SAFE
Kita jumpa esok kelas 10am,SAFE
Aku tengah buat project AI ni,SAFE
Apa plan weekend ni?,SAFE
"Free RM2618 voucher, claim sekarang bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
Aku lambat sikit traffic jam,SAFE
Let’s study together for exam,SAFE
Weh kau free tak malam ni?,SAFE
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
Kita jumpa esok kelas 10am,SAFE
"We detected login from Unknown, confirm identity bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
Thanks bro tolong aku tadi,SAFE
Aku lambat sikit traffic jam,SAFE
Jom makan dekat cafe kampus,SAFE
Where are you now bro?,SAFE
"Free RM2384 voucher, claim sekarang tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"We detected login from Nigeria, confirm identity bit.ly/verify",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
Dinner rumah mak malam ni,SAFE
Call aku nanti free,SAFE
Aku lambat sikit traffic jam,SAFE
"We detected login from Unknown, confirm identity bank-secure.com/login",SCAM
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Customs hold parcel, pay RM1778 release fee",SCAM
Call aku nanti free,SAFE
Where are you now bro?,SAFE
Apa plan weekend ni?,SAFE
"You win RM3473 cash, claim now sebelum expired",SCAM
Where are you now bro?,SAFE
"Good morning bro, bangun cepat",SAFE
"We detected login from Nigeria, confirm identity bit.ly/verify",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"Good morning bro, bangun cepat",SAFE
Aku dah hantar report tu,SAFE
"Shopee parcel stuck kastam, bayar RM3316 untuk release",SCAM
"Loan approved instant RM4999, send IC & bank details",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
Weh kau free tak malam ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Free RM306 voucher, claim sekarang tng-update.com",SCAM
Thanks bro tolong aku tadi,SAFE
"You win RM4985 cash, claim now sebelum expired",SCAM
You datang lecture tak hari ni?,SAFE
Aku lambat sikit traffic jam,SAFE
"Job part time RM1305/day, no experience needed, join link sh0pee-help.net",SCAM
Jom makan dekat cafe kampus,SAFE
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
Thanks bro tolong aku tadi,SAFE
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
Call aku nanti free,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
Let’s study together for exam,SAFE
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Good morning bro, bangun cepat",SAFE
Aku tengah buat project AI ni,SAFE
"Loan approved instant RM347, send IC & bank details",SCAM
"Loan approved instant RM2467, send IC & bank details",SCAM
You datang lecture tak hari ni?,SAFE
Weh kau free tak malam ni?,SAFE
Let’s study together for exam,SAFE
Thanks bro tolong aku tadi,SAFE
Aku lambat sikit traffic jam,SAFE
Let’s study together for exam,SAFE
"Loan approved instant RM4311, send IC & bank details",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
You datang lecture tak hari ni?,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Dinner rumah mak malam ni,SAFE
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
Call aku nanti free,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"You win RM722 cash, claim now sebelum expired",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Dinner rumah mak malam ni,SAFE
Aku lambat sikit traffic jam,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Weh kau free tak malam ni?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent tng-update.com",SCAM
"Job part time RM1258/day, no experience needed, join link bank-secure.com/login",SCAM
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Job part time RM3419/day, no experience needed, join link bit.ly/verify",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"Good morning bro, bangun cepat",SAFE
"OTP needed to verify transaction, send cepat",SCAM
Weh kau free tak malam ni?,SAFE
"Customs hold parcel, pay RM4284 release fee",SCAM
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Loan approved instant RM1132, send IC & bank details",SCAM
"Shopee parcel stuck kastam, bayar RM4735 untuk release",SCAM
"Good morning bro, bangun cepat",SAFE
Thanks bro tolong aku tadi,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
Assignment dah siap belum?,SAFE
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Where are you now bro?,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Job part time RM1687/day, no experience needed, join link bank-secure.com/login",SCAM
Call aku nanti free,SAFE
Where are you now bro?,SAFE
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
"Shopee parcel stuck kastam, bayar RM1091 untuk release",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Jom makan dekat cafe kampus,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Aku dah hantar report tu,SAFE
Aku lambat sikit traffic jam,SAFE
Kita jumpa esok kelas 10am,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Aku tengah buat project AI ni,SAFE
Thanks bro tolong aku tadi,SAFE
"Customs hold parcel, pay RM4664 release fee",SCAM
Thanks bro tolong aku tadi,SAFE
"We detected login from Philippines, confirm identity tng-update.com",SCAM
Weh kau free tak malam ni?,SAFE
Thanks bro tolong aku tadi,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"Job part time RM4684/day, no experience needed, join link bank-secure.com/login",SCAM
Aku tengah buat project AI ni,SAFE
Dinner rumah mak malam ni,SAFE
Weh kau free tak malam ni?,SAFE
You datang lecture tak hari ni?,SAFE
Weh kau free tak malam ni?,SAFE
Aku tengah buat project AI ni,SAFE
Where are you now bro?,SAFE
Kita jumpa esok kelas 10am,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"Free RM4626 voucher, claim sekarang tng-update.com",SCAM
"Customs hold parcel, pay RM2162 release fee",SCAM
Where are you now bro?,SAFE
"Customs hold parcel, pay RM2243 release fee",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
Kita jumpa esok kelas 10am,SAFE
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Dinner rumah mak malam ni,SAFE
"You win RM4989 cash, claim now sebelum expired",SCAM
Aku lambat sikit traffic jam,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Loan approved instant RM2073, send IC & bank details",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"Good morning bro, bangun cepat",SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Customs hold parcel, pay RM1787 release fee",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
"Loan approved instant RM3917, send IC & bank details",SCAM
"We detected login from India, confirm identity tng-update.com",SCAM
"We detected login from Nigeria, confirm identity bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
"Free RM1280 voucher, claim sekarang sh0pee-help.net",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Loan approved instant RM3786, send IC & bank details",SCAM
Let’s study together for exam,SAFE
Where are you now bro?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Free RM2075 voucher, claim sekarang bank-secure.com/login",SCAM
Kita jumpa esok kelas 10am,SAFE
Aku dah hantar report tu,SAFE
"Good morning bro, bangun cepat",SAFE
"You win RM705 cash, claim now sebelum expired",SCAM
Aku lambat sikit traffic jam,SAFE
Let’s study together for exam,SAFE
"Shopee parcel stuck kastam, bayar RM4318 untuk release",SCAM
Dinner rumah mak malam ni,SAFE
"Loan approved instant RM3608, send IC & bank details",SCAM
"Good morning bro, bangun cepat",SAFE
Let’s study together for exam,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Apa plan weekend ni?,SAFE
Where are you now bro?,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
Weh kau free tak malam ni?,SAFE
Dinner rumah mak malam ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Assignment dah siap belum?,SAFE
"Free RM2286 voucher, claim sekarang sh0pee-help.net",SCAM
Call aku nanti free,SAFE
"Shopee parcel stuck kastam, bayar RM3708 untuk release",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
Kita jumpa esok kelas 10am,SAFE
Aku dah hantar report tu,SAFE
Assignment dah siap belum?,SAFE
Thanks bro tolong aku tadi,SAFE
"Customs hold parcel, pay RM1336 release fee",SCAM
"Police report: you involved in case, contact urgent tng-update.com",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"You win RM665 cash, claim now sebelum expired",SCAM
Weh kau free tak malam ni?,SAFE
"We detected login from Unknown, confirm identity sh0pee-help.net",SCAM
"Customs hold parcel, pay RM1707 release fee",SCAM
"Shopee parcel stuck kastam, bayar RM2257 untuk release",SCAM
Weh kau free tak malam ni?,SAFE
Call aku nanti free,SAFE
Let’s study together for exam,SAFE
Aku dah hantar report tu,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Shopee parcel stuck kastam, bayar RM3577 untuk release",SCAM
Jom makan dekat cafe kampus,SAFE
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"Good morning bro, bangun cepat",SAFE
Assignment dah siap belum?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"Customs hold parcel, pay RM747 release fee",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Aku tengah buat project AI ni,SAFE
"Free RM2475 voucher, claim sekarang bank-secure.com/login",SCAM
Call aku nanti free,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Loan approved instant RM3503, send IC & bank details",SCAM
"Customs hold parcel, pay RM3884 release fee",SCAM
"Job part time RM2055/day, no experience needed, join link sh0pee-help.net",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"You win RM4783 cash, claim now sebelum expired",SCAM
Where are you now bro?,SAFE
Dinner rumah mak malam ni,SAFE
Apa plan weekend ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
"You win RM3433 cash, claim now sebelum expired",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Customs hold parcel, pay RM166 release fee",SCAM
Jom makan dekat cafe kampus,SAFE
"Shopee parcel stuck kastam, bayar RM853 untuk release",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Shopee parcel stuck kastam, bayar RM4056 untuk release",SCAM
Apa plan weekend ni?,SAFE
Let’s study together for exam,SAFE
Apa plan weekend ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Free RM1723 voucher, claim sekarang bit.ly/verify",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
"Free RM1415 voucher, claim sekarang tng-update.com",SCAM
Apa plan weekend ni?,SAFE
"Good morning bro, bangun cepat",SAFE
Jom makan dekat cafe kampus,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Where are you now bro?,SAFE
Where are you now bro?,SAFE
Dinner rumah mak malam ni,SAFE
Jom makan dekat cafe kampus,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"Free RM4897 voucher, claim sekarang bank-secure.com/login",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Job part time RM4366/day, no experience needed, join link sh0pee-help.net",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Free RM1146 voucher, claim sekarang bank-secure.com/login",SCAM
Weh kau free tak malam ni?,SAFE
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
Let’s study together for exam,SAFE
Aku tengah buat project AI ni,SAFE
Apa plan weekend ni?,SAFE
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"Customs hold parcel, pay RM60 release fee",SCAM
"Free RM3287 voucher, claim sekarang bit.ly/verify",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
Aku dah hantar report tu,SAFE
Weh kau free tak malam ni?,SAFE
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
Assignment dah siap belum?,SAFE
You datang lecture tak hari ni?,SAFE
Aku tengah buat project AI ni,SAFE
Let’s study together for exam,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
Jom makan dekat cafe kampus,SAFE
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
Let’s study together for exam,SAFE
"Good morning bro, bangun cepat",SAFE
Weh kau free tak malam ni?,SAFE
Call aku nanti free,SAFE
Apa plan weekend ni?,SAFE
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
"Loan approved instant RM2250, send IC & bank details",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
Kita jumpa esok kelas 10am,SAFE
"Shopee parcel stuck kastam, bayar RM2983 untuk release",SCAM
Apa plan weekend ni?,SAFE
"Good morning bro, bangun cepat",SAFE
"Shopee parcel stuck kastam, bayar RM804 untuk release",SCAM
"Shopee parcel stuck kastam, bayar RM519 untuk release",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
Apa plan weekend ni?,SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
Aku lambat sikit traffic jam,SAFE
Aku dah hantar report tu,SAFE
Let’s study together for exam,SAFE
You datang lecture tak hari ni?,SAFE
Call aku nanti free,SAFE
Apa plan weekend ni?,SAFE
"Job part time RM2711/day, no experience needed, join link bit.ly/verify",SCAM
Jom makan dekat cafe kampus,SAFE
"Shopee parcel stuck kastam, bayar RM1533 untuk release",SCAM
Call aku nanti free,SAFE
Kita jumpa esok kelas 10am,SAFE
Thanks bro tolong aku tadi,SAFE
Aku tengah buat project AI ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"Shopee parcel stuck kastam, bayar RM4052 untuk release",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
Aku tengah buat project AI ni,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
You datang lecture tak hari ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"You win RM1958 cash, claim now sebelum expired",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
Apa plan weekend ni?,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"We detected login from Nigeria, confirm identity sh0pee-help.net",SCAM
Call aku nanti free,SAFE
Aku lambat sikit traffic jam,SAFE
Aku tengah buat project AI ni,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Where are you now bro?,SAFE
"Shopee parcel stuck kastam, bayar RM2152 untuk release",SCAM
Aku dah hantar report tu,SAFE
Jom makan dekat cafe kampus,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Weh kau free tak malam ni?,SAFE
"Loan approved instant RM4148, send IC & bank details",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"You win RM2243 cash, claim now sebelum expired",SCAM
Where are you now bro?,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"Customs hold parcel, pay RM4307 release fee",SCAM
"Job part time RM3545/day, no experience needed, join link bit.ly/verify",SCAM
Aku tengah buat project AI ni,SAFE
Kita jumpa esok kelas 10am,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
Jom makan dekat cafe kampus,SAFE
Weh kau free tak malam ni?,SAFE
Jom makan dekat cafe kampus,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Aku tengah buat project AI ni,SAFE
Apa plan weekend ni?,SAFE
Thanks bro tolong aku tadi,SAFE
Weh kau free tak malam ni?,SAFE
Jom makan dekat cafe kampus,SAFE
Aku lambat sikit traffic jam,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Weh kau free tak malam ni?,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
You datang lecture tak hari ni?,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"Loan approved instant RM3020, send IC & bank details",SCAM
"Shopee parcel stuck kastam, bayar RM2000 untuk release",SCAM
Assignment dah siap belum?,SAFE
Assignment dah siap belum?,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Assignment dah siap belum?,SAFE
"We detected login from Nigeria, confirm identity sh0pee-help.net",SCAM
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Job part time RM4491/day, no experience needed, join link bit.ly/verify",SCAM
You datang lecture tak hari ni?,SAFE
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"Loan approved instant RM4837, send IC & bank details",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
Jom makan dekat cafe kampus,SAFE
Jom makan dekat cafe kampus,SAFE
"Loan approved instant RM2067, send IC & bank details",SCAM
"Customs hold parcel, pay RM4474 release fee",SCAM
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
Where are you now bro?,SAFE
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
Call aku nanti free,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
Call aku nanti free,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Customs hold parcel, pay RM393 release fee",SCAM
"Good morning bro, bangun cepat",SAFE
Aku tengah buat project AI ni,SAFE
Where are you now bro?,SAFE
Thanks bro tolong aku tadi,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"Customs hold parcel, pay RM3563 release fee",SCAM
Aku dah hantar report tu,SAFE
Where are you now bro?,SAFE
"Shopee parcel stuck kastam, bayar RM3737 untuk release",SCAM
Jom makan dekat cafe kampus,SAFE
"You win RM262 cash, claim now sebelum expired",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
Call aku nanti free,SAFE
Dinner rumah mak malam ni,SAFE
"Good morning bro, bangun cepat",SAFE
Aku dah hantar report tu,SAFE
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"Customs hold parcel, pay RM497 release fee",SCAM
Weh kau free tak malam ni?,SAFE
Aku lambat sikit traffic jam,SAFE
Weh kau free tak malam ni?,SAFE
Aku lambat sikit traffic jam,SAFE
Kita jumpa esok kelas 10am,SAFE
Assignment dah siap belum?,SAFE
Assignment dah siap belum?,SAFE
"Job part time RM3586/day, no experience needed, join link bank-secure.com/login",SCAM
Weh kau free tak malam ni?,SAFE
"Customs hold parcel, pay RM3221 release fee",SCAM
"You win RM2457 cash, claim now sebelum expired",SCAM
Aku lambat sikit traffic jam,SAFE
"Customs hold parcel, pay RM2074 release fee",SCAM
Let’s study together for exam,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
"You win RM168 cash, claim now sebelum expired",SCAM
"Free RM4258 voucher, claim sekarang bit.ly/verify",SCAM
"Loan approved instant RM2377, send IC & bank details",SCAM
"Good morning bro, bangun cepat",SAFE
Aku tengah buat project AI ni,SAFE
Aku tengah buat project AI ni,SAFE
Assignment dah siap belum?,SAFE
Call aku nanti free,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"You win RM4197 cash, claim now sebelum expired",SCAM
"Loan approved instant RM500, send IC & bank details",SCAM
"You win RM1670 cash, claim now sebelum expired",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
